book_id,title,author,genres,description,average_rating,ratings_count,reviews_count,cleaned_description,standardized_genres
207,The Century of War,George R.R. Martin,Historical Fiction,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on struggle and past. Ideal for fans of Historical Fiction, it offers an immersive journey filled with vintage.",3.95,405,28,"written by the acclaimed author george r.r. martin, this title delivers a gripping narrative centering on struggle and past. ideal for fans of historical fiction, it offers an immersive journey filled with vintage.",historical fiction
208,Echoes of Artificial intelligence,Malcolm Gladwell,Science Fiction,"Written by the acclaimed author Malcolm Gladwell, this title delivers a gripping narrative centering on alien and dimensions. Ideal for fans of Science Fiction, it offers an immersive journey filled with technology.",3.66,453,59,"written by the acclaimed author malcolm gladwell, this title delivers a gripping narrative centering on alien and dimensions. ideal for fans of science fiction, it offers an immersive journey filled with technology.",science fiction
209,The Sword of Quest,Peter Thiel,Fantasy,"A compelling read about wizard, sword and legendary. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Fantasy.",3.93,8026,689,"a compelling read about wizard, sword and legendary. this book explores deep themes, masterfully written by peter thiel. it stands out in its representation of fantasy.",fantasy
210,Becoming Career,Ray Bradbury,Biography,"A compelling read about portrait, achievement and inspiration. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Biography.",3.68,2073,272,"a compelling read about portrait, achievement and inspiration. this book explores deep themes, masterfully written by ray bradbury. it stands out in its representation of biography.",biography
211,The Alien Protocol,Yuval Noah Harari,Science Fiction,"A compelling read about cybernetic, galaxy and alien. This book explores deep themes, masterfully written by Yuval Noah Harari. It stands out in its representation of Science Fiction.",2.88,198,19,"a compelling read about cybernetic, galaxy and alien. this book explores deep themes, masterfully written by yuval noah harari. it stands out in its representation of science fiction.",science fiction
212,The Science of Everything,George R.R. Martin,Non-fiction|Self-Help,"Uncovering the intricacies of focus, this masterpiece by George R.R. Martin combines elements of Non-fiction, Self-Help to create a breathtaking experience. Dive into a world where facts and success shape the ultimate destiny.",4.27,241,24,"uncovering the intricacies of focus, this masterpiece by george r.r. martin combines elements of non-fiction, self-help to create a breathtaking experience. dive into a world where facts and success shape the ultimate destiny.",non-fiction|self-help
213,The Crime Alibi,Adam Grant,Mystery|Historical Fiction,"Written by the acclaimed author Adam Grant, this title delivers a gripping narrative centering on puzzle and struggle. Ideal for fans of Mystery, Historical Fiction, it offers an immersive journey filled with clue, century, past, investigation.",3.95,511,45,"written by the acclaimed author adam grant, this title delivers a gripping narrative centering on puzzle and struggle. ideal for fans of mystery, historical fiction, it offers an immersive journey filled with clue, century, past, investigation.",historical fiction|mystery
214,12 Rules of Wisdom,Dale Carnegie,Self-Help,"A compelling read about growth, discipline and goals. This book explores deep themes, masterfully written by Dale Carnegie. It stands out in its representation of Self-Help.",4.2,746,83,"a compelling read about growth, discipline and goals. this book explores deep themes, masterfully written by dale carnegie. it stands out in its representation of self-help.",self-help
215,Artificial intelligence Millennium,Malcolm Gladwell,Science Fiction,"Uncovering the intricacies of star, this masterpiece by Malcolm Gladwell combines elements of Science Fiction to create a breathtaking experience. Dive into a world where dimensions and space shape the ultimate destiny.",3.13,2624,167,"uncovering the intricacies of star, this masterpiece by malcolm gladwell combines elements of science fiction to create a breathtaking experience. dive into a world where dimensions and space shape the ultimate destiny.",science fiction
216,Leading the Wealth,Peter Thiel,Business,"A compelling read about corporate, startup and entrepreneur. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Business.",4.03,2971,307,"a compelling read about corporate, startup and entrepreneur. this book explores deep themes, masterfully written by peter thiel. it stands out in its representation of business.",business
217,Zero to Management,Ray Bradbury,Business,"Uncovering the intricacies of leadership, this masterpiece by Ray Bradbury combines elements of Business to create a breathtaking experience. Dive into a world where sales and startup shape the ultimate destiny.",3.88,895,58,"uncovering the intricacies of leadership, this masterpiece by ray bradbury combines elements of business to create a breathtaking experience. dive into a world where sales and startup shape the ultimate destiny.",business
218,The Technology Protocol,Walter Isaacson,Science Fiction|Thriller|Fantasy,"Uncovering the intricacies of survival, this masterpiece by Walter Isaacson combines elements of Science Fiction, Thriller, Fantasy to create a breathtaking experience. Dive into a world where galaxy and magic shape the ultimate destiny.",3.31,249,30,"uncovering the intricacies of survival, this masterpiece by walter isaacson combines elements of science fiction, thriller, fantasy to create a breathtaking experience. dive into a world where galaxy and magic shape the ultimate destiny.",fantasy|science fiction|thriller
219,Legacy of Heritage,Brandon Sanderson,Historical Fiction,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on empire and generation. Ideal for fans of Historical Fiction, it offers an immersive journey filled with ancient.",3.83,374,47,"written by the acclaimed author brandon sanderson, this title delivers a gripping narrative centering on empire and generation. ideal for fans of historical fiction, it offers an immersive journey filled with ancient.",historical fiction
220,Shadows of Rebel,Brandon Sanderson,Historical Fiction|Self-Help|Business,"A compelling read about productivity, innovation, lifestyle, wealth, discipline, rebel, finance, century and past. This book explores deep themes, masterfully written by Brandon Sanderson. It stands out in its representation of Historical Fiction, Self-Help, Business.",3.64,1798,237,"a compelling read about productivity, innovation, lifestyle, wealth, discipline, rebel, finance, century and past. this book explores deep themes, masterfully written by brandon sanderson. it stands out in its representation of historical fiction, self-help, business.",business|historical fiction|self-help
