book_id,title,author,genres,description,average_rating,ratings_count,reviews_count
392,Summer in Passion,Neil Gaiman,Romance,"A compelling read about emotional, love and romance. This book explores deep themes, masterfully written by Neil Gaiman. It stands out in its representation of Romance.",4.16,149,12
393,Leading the Leadership,Ray Bradbury,Business,"Written by the acclaimed author Ray Bradbury, this title delivers a gripping narrative centering on leadership and sales. Ideal for fans of Business, it offers an immersive journey filled with wealth.",3.59,1008,148
394,Mindset Habits,Tim Ferriss,Self-Help|Fantasy,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on lifestyle and elf. Ideal for fans of Self-Help, Fantasy, it offers an immersive journey filled with discipline, success, quest, magic.",3.1,479,27
395,Whispering Affection,Malcolm Gladwell,Romance|Business,"Uncovering the intricacies of innovation, this masterpiece by Malcolm Gladwell combines elements of Romance, Business to create a breathtaking experience. Dive into a world where relationship and romance shape the ultimate destiny.",3.83,142,11
396,Star Millennium,J.R.R. Tolkien,Science Fiction,"Uncovering the intricacies of future, this masterpiece by J.R.R. Tolkien combines elements of Science Fiction to create a breathtaking experience. Dive into a world where alien and cybernetic shape the ultimate destiny.",3.68,2923,218
397,The Alien Odyssey,James Clear,Science Fiction,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on alien and star. Ideal for fans of Science Fiction, it offers an immersive journey filled with artificial intelligence.",4.48,1845,123
398,Hearts in Lovers,Gillian Flynn,Romance,"Written by the acclaimed author Gillian Flynn, this title delivers a gripping narrative centering on devotion and relationship. Ideal for fans of Romance, it offers an immersive journey filled with love.",4.18,2884,281
399,Death on Mystery,J.K. Rowling,Mystery|Fantasy,"Uncovering the intricacies of elf, this masterpiece by J.K. Rowling combines elements of Mystery, Fantasy to create a breathtaking experience. Dive into a world where prophecy and magic shape the ultimate destiny.",3.97,1114,120
400,No Way Tension,Brandon Sanderson,Thriller|Historical Fiction|Business,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on innovation and management. Ideal for fans of Thriller, Historical Fiction, Business, it offers an immersive journey filled with agent, urgency, tension, sales, century, heritage, ancient.",3.66,1049,64
401,The Unravel Enigma,Neil Gaiman,Mystery,"Uncovering the intricacies of clue, this masterpiece by Neil Gaiman combines elements of Mystery to create a breathtaking experience. Dive into a world where crime and secrets shape the ultimate destiny.",3.77,636,65
402,Shadows of Century,Dan Brown,Historical Fiction,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on empire and generation. Ideal for fans of Historical Fiction, it offers an immersive journey filled with rebel.",3.74,192,27
403,The Life of Triumph,Tim Ferriss,Biography,"Uncovering the intricacies of autobiography, this masterpiece by Tim Ferriss combines elements of Biography to create a breathtaking experience. Dive into a world where achievement and inspiration shape the ultimate destiny.",3.84,60,3
404,The Star Odyssey,Simon Sinek,Science Fiction|Biography|Thriller,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on legacy and deadly. Ideal for fans of Science Fiction, Biography, Thriller, it offers an immersive journey filled with agent, danger, technology, cybernetic, autobiography, personal, artificial intelligence.",3.86,1144,156
405,Legacy Unveiled,Tim Ferriss,Biography|Mystery|Historical Fiction,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on war and memoir. Ideal for fans of Biography, Mystery, Historical Fiction, it offers an immersive journey filled with struggle, triumph, rebel, clue, crime, truth, journey.",4.25,20,1
406,The Case of the Case,Peter Thiel,Mystery,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on clue and murder. Ideal for fans of Mystery, it offers an immersive journey filled with puzzle.",3.41,1079,57
407,Decoding Science,James Clear,Non-fiction|Business,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on nature and strategy. Ideal for fans of Non-fiction, Business, it offers an immersive journey filled with startup, wealth, science, culture.",4.3,190,13
408,Mindset Habits,J.R.R. Tolkien,Self-Help|Thriller,"A compelling read about productivity, lifestyle, wisdom, agent, action and assassin. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Self-Help, Thriller.",3.92,304,28
409,Atomic Success,Peter Thiel,Self-Help,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on habits and growth. Ideal for fans of Self-Help, it offers an immersive journey filled with mindset.",3.71,863,102
410,The Power of Motivation,Sheryl Sandberg,Self-Help,"Written by the acclaimed author Sheryl Sandberg, this title delivers a gripping narrative centering on happiness and lifestyle. Ideal for fans of Self-Help, it offers an immersive journey filled with success.",3.79,7362,822
411,The Story of Autobiography,Stephen King,Biography|Historical Fiction|Thriller,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on war and survival. Ideal for fans of Biography, Historical Fiction, Thriller, it offers an immersive journey filled with escape, legacy, era, danger, past, portrait, life.",3.89,2346,124
412,Whispers from the Sword,Daniel Kahneman,Fantasy|Non-fiction,"Uncovering the intricacies of elf, this masterpiece by Daniel Kahneman combines elements of Fantasy, Non-fiction to create a breathtaking experience. Dive into a world where society and magic shape the ultimate destiny.",3.89,1140,134
413,Prophecy and the Lost Kingdom,Malcolm Gladwell,Fantasy|Science Fiction,"Uncovering the intricacies of galaxy, this masterpiece by Malcolm Gladwell combines elements of Fantasy, Science Fiction to create a breathtaking experience. Dive into a world where spaceships and kingdom shape the ultimate destiny.",4.09,168,15
414,Whispers from the Kingdom,Malcolm Gladwell,Fantasy|Romance,"Written by the acclaimed author Malcolm Gladwell, this title delivers a gripping narrative centering on date and heart. Ideal for fans of Fantasy, Romance, it offers an immersive journey filled with spell, sword, devotion, legendary.",3.45,949,109
415,Futuristic Millennium,Neil Gaiman,Science Fiction|Self-Help,"A compelling read about productivity, discipline, star, futuristic, artificial intelligence and goals. This book explores deep themes, masterfully written by Neil Gaiman. It stands out in its representation of Science Fiction, Self-Help.",3.77,986,135
416,Happiness Habits,Ken Follett,Self-Help|Thriller,"Uncovering the intricacies of survival, this masterpiece by Ken Follett combines elements of Self-Help, Thriller to create a breathtaking experience. Dive into a world where growth and success shape the ultimate destiny.",3.95,3722,460
417,Shadows of History,J.R.R. Tolkien,Historical Fiction|Thriller|Fantasy,"Uncovering the intricacies of survival, this masterpiece by J.R.R. Tolkien combines elements of Historical Fiction, Thriller, Fantasy to create a breathtaking experience. Dive into a world where hero and kingdom shape the ultimate destiny.",3.69,2115,174
418,Whispering Love,Jane Austen,Romance,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on love and heart. Ideal for fans of Romance, it offers an immersive journey filled with passion.",4.27,1318,166
419,Shadows of History,Malcolm Gladwell,Historical Fiction,"A compelling read about war, history and rebel. This book explores deep themes, masterfully written by Malcolm Gladwell. It stands out in its representation of Historical Fiction.",3.67,3466,456
420,Death on Puzzle,Ken Follett,Mystery|Historical Fiction,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on empire and crime. Ideal for fans of Mystery, Historical Fiction, it offers an immersive journey filled with mystery, history, murder, ancient.",3.85,193,9
421,The Story of Portrait,Jane Austen,Biography,"A compelling read about legacy, personal and triumph. This book explores deep themes, masterfully written by Jane Austen. It stands out in its representation of Biography.",3.31,118,10
422,The Shadow of Kingdom,Tim Ferriss,Fantasy,"Uncovering the intricacies of realm, this masterpiece by Tim Ferriss combines elements of Fantasy to create a breathtaking experience. Dive into a world where prophecy and elf shape the ultimate destiny.",3.4,4285,406
423,The Puzzle Enigma,Ray Bradbury,Mystery|Non-fiction,"Written by the acclaimed author Ray Bradbury, this title delivers a gripping narrative centering on society and system. Ideal for fans of Mystery, Non-fiction, it offers an immersive journey filled with clue, detective, truth, mind.",3.51,135,9
424,The Alien Matrix,Jane Austen,Science Fiction,"Uncovering the intricacies of cybernetic, this masterpiece by Jane Austen combines elements of Science Fiction to create a breathtaking experience. Dive into a world where star and space shape the ultimate destiny.",3.88,287,33
